payment_id, order_id, payment_method, payment_status, payment_amount
1476,1476,Net Banking,Paid,11341.06
1477,1477,Net Banking,Paid,10340.65
1478,1478,Credit Card,Paid,86606.15
1479,1479,Credit Card,Paid,33449.61
1480,1480,Cash,Paid,56552.09
1481,1481,Debit Card,Paid,43211.6
1482,1482,Cash,Paid,57833.05
1483,1483,Net Banking,Paid,71866.46
1484,1484,Debit Card,Paid,33839.82
1485,1485,UPI,Paid,16260.86
1486,1486,Cash,Paid,12476.91
1487,1487,Cash,Paid,86062.57
1488,1488,Credit Card,Paid,11412.94
1489,1489,Cash,Paid,36469.82
1490,1490,UPI,Paid,17968.02
1491,1491,Credit Card,Paid,40849.57
1492,1492,Credit Card,Paid,72117.73
1493,1493,Cash,Paid,7718.55
1494,1494,UPI,Paid,39005.68
1495,1495,Debit Card,Paid,71451.46
1496,1496,Net Banking,Paid,61803.71
1497,1497,UPI,Paid,33804.89
1498,1498,Net Banking,Paid,28669.04
1499,1499,Cash,Paid,65311.92
1500,1500,UPI,Paid,7375.32
1501,1501,Credit Card,Paid,82342.16
1502,1502,Debit Card,Paid,27372.31
1503,1503,UPI,Paid,22512.87
1504,1504,Debit Card,Paid,6463.26
1505,1505,Net Banking,Paid,3139.69
1506,1506,Cash,Paid,14465.53
1507,1507,Net Banking,Paid,3407.16
1508,1508,Net Banking,Paid,53359.72
1509,1509,Credit Card,Paid,58035.59
1510,1510,Credit Card,Paid,79420.82
1511,1511,Net Banking,Paid,52022.63
1512,1512,UPI,Paid,80125.12
1513,1513,Debit Card,Paid,72650.82
1514,1514,Debit Card,Paid,1786.57
1515,1515,Debit Card,Paid,20736.28
1516,1516,UPI,Paid,24162.22
1517,1517,Net Banking,Paid,1703.04
1518,1518,Debit Card,Paid,70223.11
1519,1519,Cash,Paid,56114.37
1520,1520,UPI,Paid,13777.76
1521,1521,UPI,Paid,9880.34
1522,1522,Cash,Paid,45592.22
1523,1523,Cash,Paid,37584.61
1524,1524,Credit Card,Paid,57842.66
1525,1525,Cash,Paid,68710.68
1526,1526,Debit Card,Paid,22314.17
1527,1527,Cash,Paid,19149.31
1528,1528,UPI,Refunded,79930.18
1529,1529,Credit Card,Paid,29448.08
1530,1530,UPI,Paid,27171.26
1531,1531,Net Banking,Paid,57979.4
1532,1532,Credit Card,Paid,25980.42
1533,1533,Debit Card,Paid,34776.04
1534,1534,Credit Card,Paid,81800.66
1535,1535,UPI,Paid,591.21
1536,1536,Debit Card,Paid,74798.44
1537,1537,Credit Card,Paid,71436.29
1538,1538,Debit Card,Paid,13224.52
1539,1539,UPI,Paid,655.75
1540,1540,Debit Card,Paid,67642.21
1541,1541,UPI,Paid,20847.93
1542,1542,Debit Card,Paid,82673.89
1543,1543,UPI,Paid,75038.06
1544,1544,UPI,Refunded,64950.59
1545,1545,Cash,Paid,71710.73
1546,1546,UPI,Paid,47436.41
1547,1547,Debit Card,Paid,39902.27
1548,1548,Credit Card,Paid,10019.51
1549,1549,UPI,Paid,6987.91
1550,1550,Credit Card,Refunded,66697.08
1551,1551,Net Banking,Paid,15141.57
1552,1552,Cash,Refunded,30614.46
1553,1553,Net Banking,Paid,4031.98
1554,1554,Cash,Paid,23002.43
1555,1555,Debit Card,Paid,65954.32
1556,1556,Credit Card,Paid,11229.62
1557,1557,UPI,Paid,39297.12
1558,1558,Cash,Paid,12900.92
1559,1559,Net Banking,Refunded,72071.14
1560,1560,Cash,Paid,62788.82
1561,1561,UPI,Paid,10756.58
1562,1562,Cash,Paid,60128.35
1563,1563,Debit Card,Refunded,15588.06
1564,1564,Cash,Paid,16237.82
1565,1565,Cash,Paid,16291.85
1566,1566,UPI,Paid,77691.99
1567,1567,Cash,Paid,58641.76
1568,1568,UPI,Paid,81970.81
1569,1569,UPI,Paid,26330.33
1570,1570,Debit Card,Paid,19711
1571,1571,Cash,Paid,62495.06
1572,1572,Debit Card,Paid,52422.96
1573,1573,Credit Card,Paid,76968.44
1574,1574,Credit Card,Paid,813.23
1575,1575,Net Banking,Refunded,73924.95
1576,1576,UPI,Refunded,27386.78
1577,1577,Debit Card,Paid,55849.4
1578,1578,Cash,Paid,63255.13
1579,1579,Net Banking,Paid,46360.03
1580,1580,UPI,Paid,32949.64
1581,1581,Credit Card,Paid,62285.54
1582,1582,Credit Card,Paid,84572.75
1583,1583,Debit Card,Paid,59688.07
1584,1584,Net Banking,Paid,85463.31
1585,1585,Cash,Paid,28301.76
1586,1586,Debit Card,Paid,11400.74
1587,1587,UPI,Paid,17467.57
1588,1588,UPI,Refunded,50509.26
1589,1589,Debit Card,Refunded,9124.14
1590,1590,Debit Card,Paid,79475.41
1591,1591,Credit Card,Paid,36417
1592,1592,Credit Card,Paid,79882.86
1593,1593,UPI,Paid,49020.05
1594,1594,Debit Card,Paid,65535.77
1595,1595,Net Banking,Paid,35689.88
1596,1596,Credit Card,Paid,75076.68
1597,1597,Credit Card,Paid,1199.48
1598,1598,Debit Card,Paid,84375.25
1599,1599,Net Banking,Paid,14555.66
1600,1600,Net Banking,Paid,72045.79
1601,1601,Credit Card,Paid,34822.4
1602,1602,Cash,Paid,55831.43
1603,1603,Net Banking,Paid,67691.1
1604,1604,Debit Card,Paid,63837.05
1605,1605,Net Banking,Paid,4947.27
1606,1606,UPI,Paid,43965.5
1607,1607,Debit Card,Paid,40559.27
1608,1608,Credit Card,Refunded,75902.55
1609,1609,Debit Card,Paid,74980.64
1610,1610,Cash,Refunded,76946.28
1611,1611,Credit Card,Paid,64407.22
1612,1612,Credit Card,Paid,25744.06
1613,1613,Debit Card,Paid,31216.48
1614,1614,Cash,Refunded,26253.77
1615,1615,Credit Card,Paid,53457.18
1616,1616,Credit Card,Paid,43840.03
1617,1617,Credit Card,Paid,52409.43
1618,1618,Cash,Paid,19991.88
1619,1619,Cash,Paid,15482.58
1620,1620,Credit Card,Paid,17407.97
1621,1621,Net Banking,Paid,87331.1
1622,1622,UPI,Paid,49570.47
1623,1623,UPI,Paid,43185.93
1624,1624,Credit Card,Paid,24895.49
1625,1625,Credit Card,Paid,31899.68
1626,1626,Debit Card,Paid,7392.87
1627,1627,UPI,Refunded,52219.55
1628,1628,Cash,Paid,65374.43
1629,1629,Credit Card,Paid,17081.65
1630,1630,Net Banking,Paid,28891.74
1631,1631,Net Banking,Paid,64876.36
1632,1632,UPI,Paid,88511.48
1633,1633,Cash,Paid,44756.96
1634,1634,Debit Card,Paid,49776.6
1635,1635,Cash,Paid,51100.91
1636,1636,Credit Card,Paid,55192.45
1637,1637,Cash,Paid,70466.76
1638,1638,Credit Card,Paid,37628.53
1639,1639,UPI,Paid,69252.12
1640,1640,Debit Card,Paid,73124.44
1641,1641,Debit Card,Paid,6844.45
1642,1642,Debit Card,Paid,49854.31
1643,1643,Debit Card,Paid,67418.26
1644,1644,Credit Card,Paid,52568.1
1645,1645,UPI,Paid,73596.71
1646,1646,Debit Card,Paid,66901.89
1647,1647,Credit Card,Paid,26684.83
1648,1648,UPI,Paid,59452.41
1649,1649,Debit Card,Paid,2624.1
1650,1650,Net Banking,Paid,31033.45
1651,1651,Cash,Paid,20875.24
1652,1652,UPI,Paid,1180.53
1653,1653,Net Banking,Paid,22887.25
1654,1654,Credit Card,Paid,79496.38
1655,1655,Net Banking,Paid,21582.03
1656,1656,Net Banking,Paid,75942.04
1657,1657,Credit Card,Paid,78193.25
1658,1658,Credit Card,Paid,79551.72
1659,1659,UPI,Paid,19718.2
1660,1660,UPI,Paid,12851.51
1661,1661,Cash,Paid,79849.82
1662,1662,Credit Card,Paid,58949.55
1663,1663,Net Banking,Paid,31991.44
1664,1664,Debit Card,Paid,66832.61
1665,1665,UPI,Paid,78996.14
1666,1666,Debit Card,Paid,6633.37
1667,1667,Net Banking,Paid,85334.77
1668,1668,UPI,Paid,80235.96
1669,1669,Credit Card,Paid,27731.45
1670,1670,UPI,Paid,21702.92
1671,1671,Credit Card,Paid,89669.15
1672,1672,Net Banking,Refunded,87666.82
1673,1673,Cash,Paid,65960.7
1674,1674,UPI,Paid,80009.23
1675,1675,Cash,Paid,2699.57
1676,1676,Credit Card,Paid,8868.57
1677,1677,Debit Card,Paid,63537.08
1678,1678,UPI,Paid,64459.12
1679,1679,Debit Card,Paid,11870.33
1680,1680,Cash,Paid,7099.51
1681,1681,Cash,Refunded,8125.78
1682,1682,Net Banking,Paid,23782.62
1683,1683,Net Banking,Paid,57206.34
1684,1684,Credit Card,Paid,57845.19
1685,1685,Cash,Paid,68426.1
1686,1686,UPI,Paid,51782.63
1687,1687,UPI,Paid,19103.31
1688,1688,Net Banking,Paid,25425.35
1689,1689,Debit Card,Paid,23246.41
1690,1690,Net Banking,Paid,27697.55
1691,1691,UPI,Paid,32701.72
1692,1692,UPI,Paid,26692.32
1693,1693,Credit Card,Paid,1375.23
1694,1694,Debit Card,Paid,11239.7
1695,1695,Debit Card,Paid,86415.85
1696,1696,Credit Card,Paid,12244.27
1697,1697,Credit Card,Paid,61711.54
1698,1698,Net Banking,Paid,53832.6
1699,1699,Net Banking,Paid,12003.77
1700,1700,Cash,Refunded,71603.51
1701,1701,Cash,Paid,72126.15
1702,1702,Cash,Paid,84702.64
1703,1703,Net Banking,Paid,81588.21
1704,1704,Debit Card,Paid,38289.68
1705,1705,Net Banking,Paid,77869.71
1706,1706,Credit Card,Refunded,41985.32
1707,1707,Cash,Paid,54700.49
1708,1708,Credit Card,Paid,20321.62
1709,1709,Credit Card,Paid,4042.26
1710,1710,Cash,Paid,3783.49
1711,1711,Cash,Paid,22986.27
1712,1712,UPI,Paid,37067.06
1713,1713,Credit Card,Paid,58174.48
1714,1714,UPI,Paid,25465.28
1715,1715,Net Banking,Paid,45027.22
1716,1716,UPI,Paid,70163.71
1717,1717,UPI,Paid,22543.36
1718,1718,Debit Card,Paid,31500.89
1719,1719,Cash,Paid,46046.89
1720,1720,Debit Card,Paid,9812.06
1721,1721,Credit Card,Paid,21686.81
1722,1722,Debit Card,Paid,3257.25
1723,1723,Cash,Paid,54205.27
1724,1724,Cash,Paid,16688.21
1725,1725,Net Banking,Refunded,28663.15
1726,1726,Net Banking,Paid,20742.97
1727,1727,UPI,Refunded,80707.56
1728,1728,UPI,Paid,66577.68
1729,1729,Cash,Paid,69165.22
1730,1730,Debit Card,Paid,59208.71
1731,1731,Debit Card,Paid,32506.01
1732,1732,Debit Card,Paid,68091.82
1733,1733,UPI,Paid,25632.67
1734,1734,Cash,Paid,40680.75
1735,1735,Net Banking,Paid,63826.11
1736,1736,Cash,Paid,42278.17
1737,1737,Credit Card,Paid,48562.78
1738,1738,Credit Card,Paid,58097.7
1739,1739,UPI,Paid,87753.42
1740,1740,Credit Card,Paid,66701.97
1741,1741,Debit Card,Refunded,61218.53
1742,1742,Debit Card,Paid,2243.27
1743,1743,UPI,Paid,44655.75
1744,1744,UPI,Paid,70471.52
1745,1745,Net Banking,Paid,62021.01
1746,1746,Debit Card,Refunded,48506.11
1747,1747,Debit Card,Paid,8801.62
1748,1748,UPI,Paid,49810.07
1749,1749,Debit Card,Paid,47106.95
1750,1750,Debit Card,Paid,13659.46
1751,1751,Net Banking,Paid,27265.53
1752,1752,Cash,Paid,5618.68
1753,1753,UPI,Paid,37474.2
1754,1754,Net Banking,Paid,88175.69
1755,1755,Credit Card,Paid,70139.37
1756,1756,Debit Card,Paid,29569.08
1757,1757,UPI,Paid,59467.33
1758,1758,Net Banking,Paid,41883.2
1759,1759,Cash,Paid,59448.81
1760,1760,Debit Card,Paid,89271.42
1761,1761,UPI,Paid,54184.52
1762,1762,UPI,Paid,68002.21
1763,1763,Cash,Paid,23692.15
1764,1764,Net Banking,Paid,88440.32
1765,1765,Cash,Paid,56302.19
1766,1766,Debit Card,Paid,84034.83
1767,1767,Debit Card,Paid,36533.71
1768,1768,Cash,Paid,42200.31
1769,1769,Credit Card,Paid,11172.71
1770,1770,Debit Card,Paid,5609.15
1771,1771,Debit Card,Paid,22281.97
1772,1772,Debit Card,Paid,83032.72
1773,1773,Credit Card,Paid,8991.69
1774,1774,Net Banking,Paid,41895.36
1775,1775,Credit Card,Paid,5401.19
1776,1776,Credit Card,Paid,81346.5
1777,1777,Net Banking,Paid,65676.7
1778,1778,UPI,Paid,72604.06
1779,1779,Debit Card,Paid,87533.69
1780,1780,UPI,Paid,19135.65
1781,1781,Credit Card,Paid,78817.93
1782,1782,Debit Card,Paid,11375.45
1783,1783,Cash,Refunded,10097.1
1784,1784,Credit Card,Paid,75286.26
1785,1785,UPI,Refunded,2790.79
1786,1786,Cash,Paid,22531.84
1787,1787,Debit Card,Paid,18590.08
1788,1788,Debit Card,Paid,78441.55
1789,1789,Net Banking,Paid,24050.62
1790,1790,Credit Card,Paid,70640.57
1791,1791,Credit Card,Paid,67419.17
1792,1792,Debit Card,Paid,50580.27
1793,1793,Net Banking,Paid,69813.45
1794,1794,Cash,Paid,10047.5
1795,1795,Debit Card,Paid,51507.53
1796,1796,UPI,Paid,66189.87
1797,1797,Debit Card,Paid,48194.28
1798,1798,Debit Card,Paid,28518.15
1799,1799,Cash,Paid,48317.77
1800,1800,Debit Card,Paid,11714.54
1801,1801,Cash,Paid,5684.36
1802,1802,Debit Card,Paid,52373.5
1803,1803,Credit Card,Paid,87083.59
1804,1804,Debit Card,Paid,12280.91
1805,1805,Cash,Paid,53506.62
1806,1806,Debit Card,Paid,5319.92
1807,1807,Cash,Paid,78867.79
1808,1808,Net Banking,Refunded,3014.31
1809,1809,Cash,Paid,28658.86
1810,1810,Net Banking,Paid,8196.29
1811,1811,Debit Card,Paid,72804.08
1812,1812,Debit Card,Paid,82112.58
1813,1813,Net Banking,Paid,63425.85
1814,1814,Debit Card,Paid,43573.4
1815,1815,Cash,Paid,51024.79
1816,1816,Debit Card,Paid,22301.8
1817,1817,UPI,Refunded,72663.9
1818,1818,Cash,Paid,34971.93
1819,1819,Cash,Paid,83176.38
1820,1820,Net Banking,Paid,39264.81
1821,1821,Credit Card,Paid,32964.65
1822,1822,Cash,Paid,44866.47
1823,1823,Debit Card,Paid,31841.77
1824,1824,Cash,Paid,58894.25
1825,1825,Debit Card,Paid,9330.62
1826,1826,Debit Card,Paid,2484.85
1827,1827,Credit Card,Paid,23019.32
1828,1828,Net Banking,Refunded,54393.79
1829,1829,Cash,Paid,5722.06
1830,1830,Credit Card,Paid,76942.76
1831,1831,Net Banking,Paid,75863.93
1832,1832,Net Banking,Paid,3088.06
1833,1833,UPI,Paid,85712.26
1834,1834,UPI,Paid,63687.54
1835,1835,Credit Card,Paid,61801.7
1836,1836,Credit Card,Refunded,12113.15
1837,1837,Cash,Paid,67531.89
1838,1838,Cash,Paid,26954.08
1839,1839,Debit Card,Paid,45913.84
1840,1840,Cash,Paid,84423.44
1841,1841,Credit Card,Paid,32366.64
1842,1842,Net Banking,Paid,38635.96
1843,1843,Net Banking,Paid,53360.27
1844,1844,Debit Card,Paid,65414.01
1845,1845,Debit Card,Paid,54523.38
1846,1846,Net Banking,Paid,64099.52
1847,1847,Credit Card,Paid,66054.22
1848,1848,UPI,Paid,40541.69
1849,1849,Credit Card,Paid,44523.13
1850,1850,Credit Card,Paid,39718.56
1851,1851,Debit Card,Paid,12205.23
1852,1852,Cash,Paid,81230.48
1853,1853,Credit Card,Paid,86859.68
1854,1854,Net Banking,Paid,42978.99
1855,1855,UPI,Paid,82655.54
1856,1856,UPI,Paid,69050.17
1857,1857,Debit Card,Paid,25251.4
1858,1858,Credit Card,Paid,59841.07
1859,1859,UPI,Paid,49853.1
1860,1860,Debit Card,Paid,86143.06
1861,1861,Credit Card,Paid,887.51
1862,1862,UPI,Paid,48011.16
1863,1863,Debit Card,Paid,43071.46
1864,1864,Cash,Paid,53013.33
1865,1865,Net Banking,Paid,87964.06
1866,1866,Net Banking,Paid,70251.98
1867,1867,Credit Card,Paid,43492.27
1868,1868,Debit Card,Paid,56358.03
1869,1869,Net Banking,Paid,19766.96
1870,1870,Net Banking,Paid,17659.31
1871,1871,Net Banking,Paid,46946.66
1872,1872,UPI,Paid,69345.37
1873,1873,UPI,Paid,74291
1874,1874,Net Banking,Paid,1369.18
1875,1875,Debit Card,Paid,39859.73
1876,1876,Debit Card,Paid,17675.79
1877,1877,Net Banking,Paid,85852.21
1878,1878,Net Banking,Paid,86090.27
1879,1879,Debit Card,Paid,87421.19
1880,1880,Debit Card,Paid,19726.87
1881,1881,UPI,Paid,81263.57
1882,1882,UPI,Paid,87272.4
1883,1883,UPI,Paid,50560.26
1884,1884,Cash,Paid,50183.41
1885,1885,Cash,Refunded,88936.47
1886,1886,Net Banking,Paid,19100.45
1887,1887,UPI,Paid,76544.19
1888,1888,Credit Card,Paid,88421.77
1889,1889,UPI,Paid,80051.22
1890,1890,UPI,Paid,66864.29
1891,1891,Net Banking,Paid,80466.99
1892,1892,Cash,Paid,60384.8
1893,1893,UPI,Paid,57609.43
1894,1894,UPI,Paid,47436.04
1895,1895,Credit Card,Refunded,323.21
1896,1896,Net Banking,Paid,15802.09
1897,1897,UPI,Paid,7959.62
1898,1898,Debit Card,Paid,47163.47
1899,1899,Debit Card,Paid,31441.11
1900,1900,Credit Card,Paid,51450.06
1901,1901,Debit Card,Refunded,21341.58
1902,1902,Cash,Paid,73018.99
1903,1903,Debit Card,Paid,46593.67
1904,1904,Cash,Paid,10614.41
1905,1905,UPI,Paid,2951.18
1906,1906,Cash,Paid,73768.91
1907,1907,UPI,Paid,5384.83
1908,1908,UPI,Paid,79773.25
1909,1909,Debit Card,Refunded,41997.67
1910,1910,UPI,Paid,11222.23
1911,1911,Cash,Paid,4523.02
1912,1912,Cash,Paid,38260.76
1913,1913,Debit Card,Paid,63149.91
1914,1914,UPI,Paid,61544.63
1915,1915,UPI,Paid,53016.78
1916,1916,Cash,Refunded,27538.37
1917,1917,Credit Card,Paid,74647.4
1918,1918,Net Banking,Paid,35357.14
1919,1919,Net Banking,Paid,11775.86
1920,1920,UPI,Paid,86002.52
1921,1921,UPI,Paid,26136.52
1922,1922,Credit Card,Paid,27969.27
1923,1923,Debit Card,Paid,58721.7
1924,1924,Debit Card,Paid,82223.42
1925,1925,Net Banking,Paid,81627.85
1926,1926,Credit Card,Paid,78943.74
1927,1927,Credit Card,Paid,83637.3
1928,1928,UPI,Paid,77290.77
1929,1929,Net Banking,Paid,38489.31
1930,1930,Net Banking,Paid,40587.18
1931,1931,Net Banking,Paid,50165.38
1932,1932,Debit Card,Paid,50858.49
1933,1933,Cash,Paid,48100.99
1934,1934,UPI,Paid,7061.26
1935,1935,Net Banking,Paid,35757.66
1936,1936,Net Banking,Paid,41358.4
1937,1937,Net Banking,Paid,26285.81
1938,1938,Net Banking,Paid,56345.84
1939,1939,Credit Card,Paid,48556.36
1940,1940,Credit Card,Refunded,41069.91
1941,1941,UPI,Paid,25302.95
1942,1942,Cash,Paid,38975.06
1943,1943,Debit Card,Paid,47081.87
1944,1944,Net Banking,Paid,88401.24
1945,1945,UPI,Paid,49328.39
1946,1946,Cash,Paid,26557.47
1947,1947,Cash,Paid,18321.27
1948,1948,Cash,Paid,75468.85
1949,1949,Cash,Paid,16305.55
1950,1950,Credit Card,Refunded,12818.69
1951,1951,Credit Card,Paid,60240.26
1952,1952,Debit Card,Paid,42425.18
1953,1953,Debit Card,Paid,69935.41
1954,1954,Credit Card,Paid,35228.48
1955,1955,Credit Card,Paid,89013.96
1956,1956,Debit Card,Paid,735.91
1957,1957,Cash,Paid,41367.78
1958,1958,Debit Card,Paid,31598.7
1959,1959,Credit Card,Paid,21301.33
1960,1960,UPI,Paid,30835.6
1961,1961,UPI,Paid,919.58
1962,1962,Net Banking,Paid,78828.92
1963,1963,Cash,Paid,73064.43
1964,1964,UPI,Paid,4442.14
1965,1965,UPI,Paid,18435.96
1966,1966,Net Banking,Paid,73957.48
1967,1967,Cash,Paid,30652.49
1968,1968,Cash,Paid,46547.77
1969,1969,Cash,Paid,24246.99
1970,1970,Net Banking,Paid,89817.5
1971,1971,Net Banking,Refunded,73528.13
1972,1972,UPI,Paid,72173.75
1973,1973,UPI,Paid,45035.15
1974,1974,Credit Card,Paid,74891.41
1975,1975,UPI,Refunded,78507.59
1976,1976,UPI,Paid,70618.89
1977,1977,Debit Card,Paid,65742.6
1978,1978,Net Banking,Paid,80288.82
1979,1979,Net Banking,Paid,50515.8
1980,1980,Net Banking,Paid,21681.03
1981,1981,Debit Card,Paid,39468.67
1982,1982,Debit Card,Paid,80315.55
1983,1983,Debit Card,Paid,74970.69
1984,1984,Net Banking,Paid,87509.54
1985,1985,Debit Card,Paid,38788.7
1986,1986,Debit Card,Paid,68500.07
1987,1987,Cash,Paid,6316.05
1988,1988,UPI,Paid,32730.83
1989,1989,Cash,Paid,22787.12
1990,1990,Net Banking,Paid,45429.25
1991,1991,Cash,Paid,18889.42
1992,1992,Credit Card,Paid,15730.66
1993,1993,Cash,Paid,18684.4
1994,1994,Credit Card,Paid,75154.47
1995,1995,UPI,Paid,11303.77
1996,1996,UPI,Paid,1582.58
1997,1997,UPI,Paid,19282.48
1998,1998,Cash,Paid,26265.31
1999,1999,Net Banking,Paid,23493.5
2000,2000,UPI,Paid,40968.13
2001,2001,Debit Card,Paid,32895.06
2002,2002,Net Banking,Paid,10208.53
2003,2003,Net Banking,Paid,35335.72
2004,2004,Cash,Paid,49460.65
2005,2005,Debit Card,Paid,7881.35
2006,2006,Net Banking,Paid,33541.31
2007,2007,Net Banking,Paid,82880.08
2008,2008,Debit Card,Paid,67739.64
2009,2009,Net Banking,Paid,73533.02
2010,2010,Net Banking,Paid,36258.1
2011,2011,UPI,Paid,4504.14
2012,2012,Debit Card,Paid,45162.01
2013,2013,Net Banking,Paid,76533.18
2014,2014,Credit Card,Paid,28183.34
2015,2015,Debit Card,Paid,6633.68
2016,2016,Net Banking,Paid,51718.4
2017,2017,Cash,Paid,47771.01
2018,2018,Debit Card,Paid,44042.26
2019,2019,Credit Card,Paid,27128.04
2020,2020,Cash,Refunded,743.74
2021,2021,Cash,Refunded,32754.84
2022,2022,Net Banking,Paid,15564.04
2023,2023,Cash,Paid,70592.18
2024,2024,UPI,Paid,39031.97
2025,2025,Credit Card,Paid,5834.8
2026,2026,Net Banking,Paid,27684.51
2027,2027,Credit Card,Refunded,18434.58
2028,2028,Credit Card,Paid,72069.01
2029,2029,Credit Card,Paid,5288.19
2030,2030,Credit Card,Paid,89984.27
2031,2031,UPI,Refunded,21990.76
2032,2032,Cash,Paid,10031.93
2033,2033,Debit Card,Refunded,23877.21
2034,2034,Debit Card,Paid,22867.8
2035,2035,Credit Card,Paid,47219.4
2036,2036,Cash,Paid,62778.7
2037,2037,Debit Card,Paid,35524.78
2038,2038,Debit Card,Paid,17599.3
2039,2039,Cash,Paid,31375.86
2040,2040,Net Banking,Refunded,19237.55
2041,2041,Credit Card,Paid,86200.84
2042,2042,UPI,Paid,58619.97
2043,2043,Net Banking,Paid,59208.75
2044,2044,Net Banking,Paid,85985.06
2045,2045,Credit Card,Paid,87611.9
2046,2046,Cash,Paid,72767.32
2047,2047,Cash,Paid,32179.49
2048,2048,Net Banking,Paid,39531.47
2049,2049,Debit Card,Paid,58903.37
2050,2050,UPI,Paid,85026.2
2051,2051,Cash,Paid,62417.3
2052,2052,Net Banking,Paid,89388.78
2053,2053,Cash,Paid,11863.14
2054,2054,Credit Card,Paid,27794.74
2055,2055,Cash,Paid,53394.43
2056,2056,Debit Card,Paid,25770.97
2057,2057,Cash,Paid,75334.94
2058,2058,Cash,Paid,41344.41
2059,2059,UPI,Paid,65501.66
2060,2060,Credit Card,Paid,8413.89
2061,2061,Net Banking,Paid,59051.61
2062,2062,UPI,Paid,73243.16
2063,2063,Debit Card,Paid,61266.88
2064,2064,Credit Card,Paid,77088.73
2065,2065,Net Banking,Paid,75350.59
2066,2066,UPI,Paid,14548.44
2067,2067,UPI,Paid,69893.35
2068,2068,Debit Card,Paid,51620.17
2069,2069,Debit Card,Paid,65871.57
2070,2070,Net Banking,Paid,73451.19
2071,2071,UPI,Paid,62069.93
2072,2072,Credit Card,Paid,35344.54
2073,2073,Credit Card,Paid,57005.62
2074,2074,Cash,Paid,88691.38
2075,2075,Credit Card,Paid,14262.6
2076,2076,Cash,Paid,34678.5
2077,2077,Credit Card,Paid,8493.53
2078,2078,Debit Card,Paid,5112.79
2079,2079,Cash,Paid,85012.65
2080,2080,Debit Card,Refunded,75485.12
2081,2081,Debit Card,Refunded,80488.97
2082,2082,Debit Card,Paid,47771
2083,2083,UPI,Paid,4719.54
2084,2084,Credit Card,Paid,68469.03
2085,2085,Credit Card,Paid,66453.86
2086,2086,Cash,Paid,46539.58
2087,2087,Credit Card,Paid,54846.7
2088,2088,Credit Card,Refunded,24070.34
2089,2089,UPI,Paid,8017.7
2090,2090,Cash,Paid,42284.74
2091,2091,Credit Card,Paid,15897.96
2092,2092,Net Banking,Paid,84501.63
2093,2093,Net Banking,Paid,42881.95
2094,2094,Net Banking,Paid,39424.02
2095,2095,Net Banking,Paid,35985.97
2096,2096,Debit Card,Paid,32320.02
2097,2097,UPI,Paid,29048.01
2098,2098,Credit Card,Paid,26142.62
2099,2099,UPI,Paid,81849.62
2100,2100,Cash,Paid,30760.83
2101,2101,Credit Card,Paid,19778.88
2102,2102,UPI,Paid,54767.32
2103,2103,Debit Card,Paid,74954.51
2104,2104,Credit Card,Paid,5580.56
2105,2105,Credit Card,Paid,79657.79
2106,2106,Net Banking,Paid,57401.92
2107,2107,Cash,Paid,14436.5
2108,2108,Debit Card,Paid,87527.23
2109,2109,Net Banking,Paid,45530.91
2110,2110,Cash,Paid,42741.94
2111,2111,Cash,Paid,6567.41
2112,2112,UPI,Paid,77850.14
2113,2113,Net Banking,Paid,62072.43
2114,2114,Debit Card,Paid,31393.38
2115,2115,UPI,Paid,28560.72
2116,2116,UPI,Paid,85419.47
2117,2117,Credit Card,Paid,71142.43
2118,2118,Net Banking,Refunded,88477.27
2119,2119,Debit Card,Paid,77116.83
2120,2120,Debit Card,Refunded,53944.19
2121,2121,Debit Card,Paid,75124.17
2122,2122,Debit Card,Paid,78926.74
2123,2123,Cash,Paid,22812.91
2124,2124,UPI,Paid,72810.24
2125,2125,UPI,Paid,22983.57
2126,2126,Credit Card,Paid,56949.19
2127,2127,Net Banking,Paid,15113.96
2128,2128,Debit Card,Paid,35998.22
2129,2129,Cash,Paid,14401.79
2130,2130,Cash,Paid,81250.59
2131,2131,UPI,Paid,28968.81
2132,2132,Cash,Paid,54262.16
2133,2133,UPI,Paid,67629.7
2134,2134,UPI,Refunded,4210.74
2135,2135,Credit Card,Paid,60004.45
2136,2136,Net Banking,Paid,30986.95
2137,2137,Net Banking,Paid,58191.37
2138,2138,Debit Card,Paid,79658.38
2139,2139,Credit Card,Paid,49772.14
2140,2140,Net Banking,Paid,49880.78
2141,2141,Debit Card,Paid,58983.76
2142,2142,Credit Card,Paid,72367.25
2143,2143,Net Banking,Paid,16787.8
2144,2144,Net Banking,Paid,32027.52
2145,2145,UPI,Paid,77053.66
2146,2146,Credit Card,Paid,30276.37
2147,2147,Net Banking,Paid,30160.85
2148,2148,UPI,Paid,18599.97
2149,2149,UPI,Paid,73641.03
2150,2150,Net Banking,Paid,70948.44
2151,2151,Debit Card,Paid,35810.73
2152,2152,Cash,Paid,63416.12
2153,2153,UPI,Paid,36932.41
2154,2154,Credit Card,Paid,4047.22
2155,2155,Debit Card,Paid,63568.92
2156,2156,Net Banking,Paid,14064.13
2157,2157,Credit Card,Paid,66387.68
2158,2158,Credit Card,Paid,8218.33
2159,2159,UPI,Paid,87377.35
2160,2160,Net Banking,Paid,65992.04
2161,2161,Credit Card,Paid,82627.47
2162,2162,Net Banking,Paid,40948.38
2163,2163,UPI,Refunded,35865.95
2164,2164,Debit Card,Paid,25841.19
